Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
галерея,1612,gallery,,N.Fem.Inan,A2,"Golosa, LM",1,галерею,Acc.Sing,В галерею современного искусства привезли работы Шагала.,Shagal’s works were delivered to the gallery of contemporary art.,,_,свободное время,,
галерея,1613,gallery,,N.Fem.Inan,A2,"Golosa, LM",2,галерее,Loc.Sing,Сегодня в Третьяковской галерее открывается новая выставка.,A new exhibition is opening today in Tretyakov gallery.,,_,свободное время,,
галерея,1614,gallery,,N.Fem.Inan,A2,"Golosa, LM",3,галереях,Loc.Plur,Завтра во всех московских галереях бесплатный вход.,Tomorrow there is free entrance to all Moscow galleries.,,_,свободное время,,
герой,1615,hero,,N.Masc.Anim,A2,LM,1,герой,Nom.Sing,Кто в этой книге главный герой?,Who is the main character in this book?,,_,"люди, политика",,Too complicated!
герой,1616,hero,,N.Masc.Anim,A2,LM,2,героев,Gen.Plur,Один из героев фильма умирает в конце.,One of the movie characters dies in the end.,,_,"люди, политика",,Too complicated!
герой,1617,hero,,N.Masc.Anim,A2,LM,3,героя,Gen.Sing,Какое имя у главного героя этого фильма?,What is the name of the main character of that movie?,,_,"люди, политика",,"Wrong form -- we need Gen. Sg, not Acc."
главный,1618,main,,A,A2,"Golosa, LM",1,главный,Nom.Masc.Sing,С января в нашем журнале появится новый главный редактор.,Beginning in January our magazine is going to have a new editor in chief.,,_,описание,,
главный,1619,main,,A,A2,"Golosa, LM",2,главным,Ins.Masc.Sing,Мой дедушка работал главным инженером на заводе.,My grandpa worked as a chief mechanic at a factory.,,_,описание,,
главный,1620,main,,A,A2,"Golosa, LM",3,главных,Gen.Plur,Имена двух главных героев романа одинаковые — Андрей.,2 main characters in this novel have the same names — Andrey.,,_,описание,,"Wrong form -- we need Gen. Pl., not Acc."
глубокий,1621,deep,,A,A2,LM,1,глубокой,Gen.Fem.Sing,Эти традиции сохранились с глубокой древности.,These traditions have been preserved from the ancient times.,,_,"описание, мера",,
глубокий,1622,deep,,A,A2,LM,2,глубокая,Nom.Fem.Sing,Возле нашего дома текла быстрая и глубокая река.,There was a fast and deep river flowing next to our house.,,_,"описание, мера",,
глубокий,1623,deep,,A,A2,LM,3,глубокого,Gen.Neut.Sing,Никогда ещё не испытывала она такого глубокого разочарования.,Never before she had such a deep disappointment.,,_,"описание, мера",,"Wrong form -- we need NEUTER, not masc. How about this sentence instead: Никогда ещё не испытывала она такого глубокого разочарования…"
глупый,1624,stupid,,A,A2,"Golosa, LM, Кс",1,глупая,Nom.Fem.Sing,Наша глупая собака всегда лает на наших друзей.,Our silly dog is always barking at our friends.,,_,"описание, люди",,
глупый,1625,stupid,,A,A2,"Golosa, LM, Кс",2,глупый,Nom.Masc.Sing,Почему ты такой глупый? Я же сто раз это тебе объясняла.,Why are you so stupid? I explained it to you 100 times already.,,_,"описание, люди",,
глупый,1626,stupid,,A,A2,"Golosa, LM, Кс",3,глупые,Nom.Plur,"Почему вы решили, что они глупые? Просто их мнение отличается от вашего.",Why did you decide that they are stupid? Their opinion just differs from yours.,,_,"описание, люди",,
голос,1627,voice,,N.Masc.Inan,A2,"Golosa, LM",1,голос,Nom.Sing,Какой у неё красивый голос!,She has such a beautiful voice!,,_,"люди, общение",,
голос,1628,voice,,N.Masc.Inan,A2,"Golosa, LM",2,голосом,Ins.Sing,Наш телевизор управляется голосом.,Our TV is controlled by voice.,,_,"люди, общение",,
голос,1629,voice,,N.Masc.Inan,A2,"Golosa, LM",3,голосов,Gen.Plur,Вдали был слышен шум детских голосов.,There was a sound of children’s voices somewhere far away.,,_,"люди, общение",,
гора,1630,mountain,,N.Fem.Inan,A2,"Golosa, LM",1,гору,Acc.Sing,Мы шли в гору шесть часов и очень устали.,We were hiking up the mountain for 6 hours and now we’re very tired.,,_,путешествие,,
гора,1631,mountain,,N.Fem.Inan,A2,"Golosa, LM",2,горы,Acc.Plur,Впереди мы увидели красивые горы и решили ехать к ним.,We saw beautiful mountains in front of us and decided to drive to them.,,_,путешествие,,
гора,1632,mountain,,N.Fem.Inan,A2,"Golosa, LM",3,гор,Gen.Plur,"Эта вода течёт с гор, потому она такая чистая.",This water comes from the mountains that’s why it’s so clean.,,_,путешествие,,
горький,1633,bitter,,A,A2,LM,1,горько,Adverb,«Горько!» — кричали гости жениху и невесте.,Guests at the wedding were shouting «Gor’ko!» at the bride and the groom.,,_,"еда, описание",,
горький,1634,bitter,,A,A2,LM,2,горькой,Gen.Fem.Sing,"Позже мы узнали, что его слова оказались горькой правдой.",Later we learned that his words turned out to be the bitter truth.,,_,"еда, описание",,
горький,1635,bitter,,A,A2,LM,3,горькая,Nom.Fem.Sing,"Это был не кофе, а какая-то грязная горькая жидкость.","It wasn’t coffee, but instead some kind of dirty bitter liquid.",,_,"еда, описание",,
государство,1636,state,,N.Neut.Inan,A2,LM,1,государства,Gen.Sing,В США глава государства может занимать свой пост максимум два срока.,"In the USA, the head of state can hold his post for a maximum of two terms.",,_,политика,,
государство,1637,state,,N.Neut.Inan,A2,LM,2,государство,Nom.Sing,Россия — многонациональное государство.,Russia is a multinational country.,,_,политика,,
государство,1638,state,,N.Neut.Inan,A2,LM,3,государств,Gen.Plur,Лидеры пяти государств собрались на саммит в Санкт-Петербурге.,The leaders of 5 countries gathered for the summit in Saint Petersburg.,,_,политика,,
готовить,1639,cook,,V,A2,"Golosa, MiP, LM",1,готовят,Imperf.Plur.3,"Они редко готовят дома, потому что всё время на работе.",They rarely cook at home because they are always at work.,,_,еда,,
готовить,1640,cook,,V,A2,"Golosa, MiP, LM",2,готовить,Imperf.Inf,Я умею готовить тирамису.,I know how to make tiramisu.,,_,еда,,
готовить,1641,cook,,V,A2,"Golosa, MiP, LM",3,готовит,Imperf.Sing.3,"Моя бабушка готовит лучше, чем моя мама.",My grandmother cooks better than my mom.,,_,еда,,
градус,1642,degree,,N.Masc.Inan,A2,"Golosa, MiP, LM",1,градусов,Gen.Plur,Температура в нашем городе не поднимается выше тридцати двух градусов по Цельсию.,The temperature in our city never gets higher than 32 degrees Celsius.,,_,погода,,
градус,1643,degree,,N.Masc.Inan,A2,"Golosa, MiP, LM",2,градуса,Gen.Sing,В Москве завтра обещают двадцать три градуса и дождь.,The forecast for Moscow says tomorrow it will be +23 degrees and rain.,,_,погода,,
1644 deleted,,,,,,,,,,,,,,,,
грамматика,1645,grammar,,N.Fem.Inan,A2,"Golosa, LM",1,грамматики,Gen.Sing,Мы ещё не начинали этот раздел грамматики русского языка.,We haven't started that chapter of Russian grammar yet.,,_,учёба/работа,,
грамматика,1646,grammar,,N.Fem.Inan,A2,"Golosa, LM",2,грамматику,Acc.Sing,Я хорошо знаю грамматику испанского.,I know Spanish grammar well.,,_,учёба/работа,,
грамматика,1647,grammar,,N.Fem.Inan,A2,"Golosa, LM",3,грамматикой,Ins.Sing,"Можешь помочь мне с грамматикой китайского, пожалуйста?","Please, can you help me with Chinese grammar?",,_,учёба/работа,,Can this be made easier? Dat + разобраться с is hard for this level.
граница,1648,border,,N.Fem.Inan,A2,LM,1,границей,Ins.Sing,Она никогда не была за границей.,She has never been abroad.,,_,"путешествие, политика",,
граница,1649,border,,N.Fem.Inan,A2,LM,2,границу,Acc.Sing,"Я всегда привожу сувениры, когда езжу за границу.",I always bring souvenirs back home when I travel abroad.,,_,"путешествие, политика",,
граница,1650,border,,N.Fem.Inan,A2,LM,3,границ,Gen.Plur,А вы хотели бы жить в мире без границ?,Would you like to live in a world without borders?,,_,"путешествие, политика",,
грипп,1651,flu,,N.Masc.Inan,A2,"Golosa, MiP, LM, Поехали, Кс",1,гриппа,Gen.Sing,В Москве сейчас эпидемия гриппа.,There is flu epidemic in Moscow now.,,_,здоровье,,All of this sentence is words and collocations that an A2 student wouldn’t know: поставил себе прививку
грипп,1652,flu,,N.Masc.Inan,A2,"Golosa, MiP, LM, Поехали, Кс",2,гриппом,Ins.Sing,Он заболел гриппом и три недели не ходил на работу.,He got the flu and didn’t go to work for 3 weeks.,,_,здоровье,,
грустный,1653,sad,,A,A2,"Golosa, LM",1,грустный,Nom.Masc.Sing,Почему ты такой грустный? Что случилось?,Why are you so sad? What happened?,,_,"описание, внутренний мир",,
грустный,1654,sad,,A,A2,"Golosa, LM",2,грустные,Nom.Plur,Из темноты на меня смотрели его грустные глаза.,His sad eyes were looking at me from the darkness.,,_,"описание, внутренний мир",,
грустный,1655,sad,,A,A2,"Golosa, LM",3,грустно,Adverb,"Зимой, когда темно и холодно, мне всегда грустно.","In winter, when it’s dark and cold, I always feel sad.",,_,"описание, внутренний мир",,
грязный,1656,dirty,,A,A2,LM,1,грязная,Nom.Fem.Sing,Почему грязная посуда у вас весь день стоит на столе?,Why are those dirty dishes on your table all day long?,,_,описание,,
грязный,1657,dirty,,A,A2,LM,2,грязные,Nom.Plur,У меня грязные волосы. Надо помыть.,My hair is dirty. I need to wash it.,,_,описание,,
грязный,1658,dirty,,A,A2,LM,3,грязную,Acc.Fem.Sing,"Принеси свою грязную одежду, я её постираю.","Bring me your dirty clothes, I’ll wash them.",,_,описание,,
далекий,1659,distant,,A,A2,LM,1,далёкие,Nom.Plur,"Далёкие огни становились ярче, и я решил поехать к ним.",Distant lights were becoming brighter and brighter and I decided to drive toward them.,,_,"описание, путешествие",,
далекий,1660,distant,,A,A2,LM,2,далёких,Gen.Plur,Свет далёких звёзд доходит до Земли за несколько лет.,It takes several years for the light from distant stars to reach Earth.,,_,"описание, путешествие",,
далекий,1661,distant,,A,A2,LM,3,далёкой,Loc.Fem.Sing,Люди пользовались косметикой ещё в далёкой древности.,People used cosmetics in ancient times.,,_,"описание, путешествие",,
дата,1662,date,,N.Fem.Inan,A2,LM,1,даты,Gen.Sing,Прошло ровно сто лет с даты основания этой фабрики.,It's been exactly 100 years since this factory was founded.,,_,время,,
дата,1663,date,,N.Fem.Inan,A2,LM,2,дата,Nom.Sing,Это важная дата в истории нашей страны.,This date is very important in the history of our country.,,_,время,,
дата,1664,date,,N.Fem.Inan,A2,LM,3,датой,Ins.Sing,1147 год считается датой основания Москвы.,1147 is considered to be the date when Moscow was founded.,,_,время,,
деревня,1665,village,,N.Fem.Inan,A2,LM,1,деревне,Loc.Sing,Он провёл лето в деревне у бабушки.,He spent the summer in the village with his grandmother.,,_,"путешествие, жильё",,
деревня,1666,village,,N.Fem.Inan,A2,LM,2,деревню,Acc.Sing,"Я не хочу ехать в деревню, там нет интернета.","I don't want to go to the village, there’s no internet there.",,_,"путешествие, жильё",,
деревня,1667,village,,N.Fem.Inan,A2,LM,3,деревня,Nom.Sing,Как называется эта деревня?,What is the name of that village?,,_,"путешествие, жильё",,
дерево,1668,tree,,N.Neut.Inan,A2,LM,1,деревьев,Gen.Plur,"Ещё только август, а с деревьев уже начали падать листья.",It's only August but leaves have already started to fall from the trees.,,_,животные/растения,,
дерево,1669,tree,,N.Neut.Inan,A2,LM,2,дерева,Gen.Sing,"Слезай с дерева, а то упадёшь.","Get down from the tree, otherwise you’ll fall.",,_,животные/растения,,
дерево,1670,tree,,N.Neut.Inan,A2,LM,3,деревья,Nom.Plur,За год деревья в соседнем парке сильно выросли.,The trees in the park nearby grew a lot in one year.,,_,животные/растения,,
держать,1671,hold,,V,A2,"MiP, LM",1,держать,Imperf.Inf,Старайся держать спину прямо!,Try to keep your back straight!,,_,люди,,
держать,1672,hold,,V,A2,"MiP, LM",2,держал,Imperf.Masc.Sing.Past,"Он что-то держал в руке, но мне не было видно.",He was holding something in his hand but I couldn’t see what it was.,,_,люди,,
держать,1673,hold,,V,A2,"MiP, LM",3,держит,Imperf.Sing.3,"Почему он не держит ребенка за руку, когда переходит дорогу?",Why isn’t he holding his child’s hand while crossing the road?,,_,люди,,
детство,1674,childhood,,N.Neut.Inan,A2,LM,1,детстве,Loc.Sing,В детстве я мечтал стать поваром.,In childhood I used to dream of becoming a chef.,,_,"люди, время",,
детство,1675,childhood,,N.Neut.Inan,A2,LM,2,детства,Gen.Sing,Я с детства боюсь собак.,I've been afraid of dogs since childhood.,,_,"люди, время",,
детство,1676,childhood,,N.Neut.Inan,A2,LM,3,детство,Acc.Sing,Как бы мне хотелось вернуться в детство!,How I wish I could go back to my childhood!,,_,"люди, время",,
диалог,1677,dialog,,N.Masc.Inan,A2,"Golosa, MiP, LM",1,диалога,Gen.Sing,"Вскоре стало понятно, что диалога с ним не выйдет. ",Very soon it became clear that we can’t have a dialog with him.,,_,общение,,
диалог,1678,dialog,,N.Masc.Inan,A2,"Golosa, MiP, LM",2,диалоге,Loc.Sing,В диалоге с умными людьми многому учишься.,You learn a lot from having a dialog with intelligent people.,,_,общение,,
диалог,1679,dialog,,N.Masc.Inan,A2,"Golosa, MiP, LM",3,диалог,Nom.Sing,Их диалог незаметно перешёл в конфликт.,Their dialog imperceptibly turned into a conflict.,,_,общение,,
диван,1680,couch,,N.Masc.Inan,A2,"Golosa, MiP, LM",1,диване,Loc.Sing,"Хватит лежать на диване, пора вставать!","Enough lying on the couch, it’s time to get up!",,_,жильё,,
диван,1681,couch,,N.Masc.Inan,A2,"Golosa, MiP, LM",2,диван,Acc.Sing,"Как приятно прийти после работы, сесть на диван и включить любимый фильм.","It's so nice to go home after work, sit on the couch and turn on your favorite movie.",,_,жильё,,
диван,1682,couch,,N.Masc.Inan,A2,"Golosa, MiP, LM",3,дивана,Gen.Sing,Он не хотел вставать с дивана и идти на работу.,He didn't want to get up off the couch and go to work.,,_,жильё,,
длинный,1683,long,,A,A2,"Golosa, LM",1,длинными,Ins.Plur,Передо мной стояла девочка с длинными и красивыми волосами.,There was a girl with long beautiful hair standing in front of me.,,_,"описание, мера",,
длинный,1684,long,,A,A2,"Golosa, LM",2,длинный,Nom.Masc.Sing,Длинный коридор шёл через всё здание.,There was a long corridor through the whole building.,,_,"описание, мера",,
длинный,1685,long,,A,A2,"Golosa, LM",3,длинная,Nom.Fem.Sing,Мне нужна эта длинная юбка!,I need this long skirt!,,_,"описание, мера",,
довольный,1686,satisfied,,A,A2,LM,1,доволен,Masc.Sing,"Не могу сказать, что я доволен своей жизнью.",I can’t say that I’m satisfied with my life.,,_,внутренний мир,,
довольный,1687,satisfied,,A,A2,LM,2,довольны,Plur,"А чем мы должны быть довольны? Денег нет, работы нет…",Why should we be satisfied? We have neither work nor money.,,_,внутренний мир,,
довольный,1688,satisfied,,A,A2,LM,3,довольный,Nom.Masc.Sing,Мне нравился его довольный вид.,I liked his satisfied look.,,_,внутренний мир,,
доказывать,1689,prove,,V,A2,LM,1,доказывать,Imperf.Inf,"Ты неправ, но я не собираюсь тебе сейчас это доказывать!",You aren’t right but I won’t try to prove it to you right now.,,_,общение,,
доказывать,1690,prove,,V,A2,LM,2,доказывает,Imperf.Sing.3,"Это видео доказывает, что я ничего не крал.",This video proves that I didn’t steal anything.,,_,общение,,
доказывать,1691,prove,,V,A2,LM,3,доказывал,Imperf.Masc.Sing.Past,"Он вчера мне доказывал, что столица Австралии — Сидней.",Yesterday he was trying to prove me that Sydney is the capital of Australia.,,_,общение,,
доктор,1692,doctor,,N.Masc.Anim,A2,"Golosa, LM",1,доктор,Nom.Sing,"Доктор сказал, что мне срочно нужно в больницу.",The doctor said that I need to go to the hospital immediately.,,_,"люди, учёба/работа",,
доктор,1693,doctor,,N.Masc.Anim,A2,"Golosa, LM",2,доктора,Nom.Plur,Все доктора в этой больнице — большие профессионалы.,All the doctors in this hospital are highly qualified professionals.,,_,"люди, учёба/работа",,
доктор,1694,doctor,,N.Masc.Anim,A2,"Golosa, LM",3,доктору,Dat.Sing,Тебе срочно нужно к доктору!,You need to go to the doctor immediately!,,_,"люди, учёба/работа",,
домашний,1695,home,,A,A2,"Golosa, LM",1,домашних,Gen.Plur,В прошлом году нам почти не задавали домашних заданий.,We got almost no homework last year.,,_,"жильё, животные/растения",,
домашний,1696,home,,A,A2,"Golosa, LM",2,домашние,Nom.Plur,У вас есть домашние животные?,Do you have any pets?,,_,"жильё, животные/растения",,
домашний,1697,home,,A,A2,"Golosa, LM",3,домашней,Gen.Fem.Sing,"У меня много домашней работы, придётся заняться ей в субботу.","I have a lot of housework to do, I will have to do it on Saturday.",,_,"жильё, животные/растения",,
дружба,1698,friendship,,N.Fem.Inan,A2,LM,1,дружбы,Gen.Sing,Можно ли жить без дружбы?,Is it possible to live without friendship?,,_,"люди, общение",,
дружба,1699,friendship,,N.Fem.Inan,A2,LM,2,дружба,Nom.Sing,Что для вас дружба?,What is friendship for you?,,_,"люди, общение",,
дружба,1700,friendship,,N.Fem.Inan,A2,LM,3,дружбе,Loc.Sing,Главное в дружбе — доверие и поддержка.,The most important thing in friendship is trust and support.,,_,"люди, общение",,
дружный,1701,friendly,,A,A2,LM,1,дружная,Nom.Fem.Sing,У вас дружная семья?,Do you have a friendly family?,,_,"люди, общение, описание",,
дружный,1702,friendly,,A,A2,LM,2,дружных,Loc.Plur,Я всегда работал в дружных коллективах.,I have always worked with friendly people.,,_,"люди, общение, описание",,
дружный,1703,friendly,,A,A2,LM,3,дружным,Ins.Sing,Наш класс всегда был очень дружным.,Our class was always very friendly. ,,_,"люди, общение, описание",,"There is something weird here. When I look in the corpus, nearly all of the examples are actually Instrumental singular. We need to double-check this one."
единственный,1704,only,,A,A2,"Golosa, LM",1,единственный,Nom.Masc.Sing,Он мой единственный друг.,He is my only friend.,,_,описание,,
единственный,1705,only,,A,A2,"Golosa, LM",2,единственная,Nom.Fem.Sing,Это моя единственная возможность поступить в институт.,This is my only opportunity to get into the university.,,_,описание,,
единственный,1706,only,,A,A2,"Golosa, LM",3,единственное,Nom.Neut.Sing,Единственное условие для приёма на эту работу — иметь богатый опыт в этой сфере.,The only condition for gettin that job is broad experience in that sphere.,,_,описание,,
ёлка,1707,Christmas tree,,N.Fem.Inan,A2,LM,1,ёлку,Acc.Sing,Мы всегда ставим ёлку на Новый год.,We always put up a Christmas tree for New year’s Eve.,,_,животные/растения,,
ёлка,1708,Christmas tree,,N.Fem.Inan,A2,LM,2,ёлок,Gen.Plur,Мы сняли с ёлок все игрушки.,We took all the decorations off the Christmas trees.,,_,животные/растения,,
ёлка,1709,Christmas tree,,N.Fem.Inan,A2,LM,3,ёлкой,Ins.Sing,Дед Мороз оставляет детям подарки под ёлкой.,Santa Claus leaves gifts for the children under the Christmas tree.,,_,животные/растения,,
женатый,1710,married,,A,A2,"MiP, LM",1,женат,Masc.Sing,Мой брат женат на француженке.,My brother is married to a French woman.,,_,"люди, общение",,
женатый,1711,married,,A,A2,"MiP, LM",2,женатых,Anim.Acc.Plur,Она всегда влюблялась в женатых мужчин.,She was always falling in love with married men.,,_,"люди, общение",,
жениться,1712,marry,,V,A2,"MiP, LM",1,женился,Biasp.Masc.Sing.Past,Мой брат женился в 2017 году.,My brother got married in 2017.,,_,"люди, общение",,
жениться,1713,marry,,V,A2,"MiP, LM",2,жениться,Biasp.Inf,"Не хочу учиться, а хочу жениться!","I don't want to study, I want to get married.",,_,"люди, общение",,
жениться,1714,marry,,V,A2,"MiP, LM",3,женюсь,Biasp.Sing.1,"Не думаю, что я когда-нибудь женюсь.",I don’t think I will ever get married.,,_,"люди, общение",,
живой,1715,alive,,A,A2,LM,1,живой,Nom.Masc.Sing,Не вздумай убить паука! Он же живой!,Don't you dare kill the spider! He’s a living creature!,,_,"люди, описание, животные/растения",,
живой,1716,alive,,A,A2,LM,2,живая,Nom.Fem.Sing,По выходным в этом ресторане звучит живая музыка.,There's live music in this restaurant on weekends.,,_,"люди, описание, животные/растения",,
живой,1717,alive,,A,A2,LM,3,живые,Nom.Plur,Живые организмы не могут жить без воды.,Living creatures can’t live without water.,,_,"люди, описание, животные/растения",,
животное,1718,animal,,N.Neut.Anim,A2,LM,1,животных,Gen.Plur,У меня никогда не было животных.,I've never had pets.,,_,животные/растения,,
животное,1719,animal,,N.Neut.Anim,A2,LM,2,животные,Nom.Plur,Какие животные здесь водятся?,What types of animals are raised here?,,_,животные/растения,,
животное,1720,animal,,N.Neut.Anim,A2,LM,3,животное,Nom.Sing,Как называется это животное?,What is the name of that animal?,,_,животные/растения,,
забывать,1721,forget,,V,A2,"Golosa, MiP, LM",1,забывать,Imperf.Inf,"Я учила французский в школе, но теперь начинаю его забывать.","I was learning French at school, but now I’m beginning to forget it.",,_,внутренний мир,,
забывать,1722,forget,,V,A2,"Golosa, MiP, LM",2,забывают,Imperf.Plur.3,Что чаще всего забывают в метро?,What do people most frequently forget in the metro?,,_,внутренний мир,,
забывать,1723,forget,,V,A2,"Golosa, MiP, LM",3,забывайте,Imperf.Imper.Plur.2,При выходе из вагона не забывайте свои вещи!,Don't forget your belongings when leaving the train!,,_,внутренний мир,,
забыть,1724,forget,,V,A2,MiP,1,забыл,Perf.Masc.Sing.Past,"Я забыл, как готовить яблочный пирог.",I forgot how to make an apple pie.,,_,внутренний мир,,
забыть,1725,forget,,V,A2,MiP,2,забыла,Perf.Fem.Sing.Past,Утром я забыла ключи и теперь не могу попасть домой.,I forgot my keys in the morning and now I can’t get into my house.,,_,внутренний мир,,
забыть,1726,forget,,V,A2,MiP,3,забыть,Perf.Inf,Как я могла забыть о нашей встрече!,How could I forget about our meeting!,,_,внутренний мир,,
задание,1727,assignment,,N.Neut.Inan,A2,"Golosa, LM",1,задание,Acc.Sing,Он задал нам слишком сложное домашнее задание.,He gave us homework that was too complicated.,,_,учёба/работа,,
задание,1728,assignment,,N.Neut.Inan,A2,"Golosa, LM",2,задания,Gen.Sing,"Выполнение задания оказалось труднее, чем я ожидала.",Solving the task turned out to be harder than I expected.,,_,учёба/работа,,
задание,1729,assignment,,N.Neut.Inan,A2,"Golosa, LM",3,заданий,Gen.Plur,Всего у вас будет шесть домашних заданий и два теста в классе.,"In total, you’ll have 6 homework assignments and 2 tests in the class.",,_,учёба/работа,,
задача,1730,task,,N.Fem.Inan,A2,LM,1,задач,Gen.Plur,"Нам задали пять задач по математике, но я не могу их решить.",We were given 5 math problems for homework but I cannot solve them.,,_,учёба/работа,,
задача,1731,task,,N.Fem.Inan,A2,LM,2,задачи,Gen.Sing,"Помоги мне понять решение этой задачи, пожалуйста!","Help me to understand the answer to that problem, please!",,_,учёба/работа,,
задача,1732,task,,N.Fem.Inan,A2,LM,3,задача,Nom.Sing,Эта задача оказалась слишком сложной для него.,This task appeared to be too difficult for him.,,_,учёба/работа,,
заказать,1733,order,,V,A2,MiP,1,заказать,Perf.Inf,Может быть нам заказать пиццу? Какую вы любите?,Shall we order a pizza? What kind do you like?,,_,"еда, магазин",,Should it be может быть нам закзать?
заказать,1734,order,,V,A2,MiP,2,заказал,Perf.Masc.Sing.Past,В ресторане Вася заказал себе салат с тунцом и грибной суп.,At the restaurant Vasya ordered tuna salad and mushroom soup.,,_,"еда, магазин",,
заказать,1735,order,,V,A2,MiP,3,заказали,Perf.Plur.Past,Мы заказали себе два кофе и десерт.,We ordered two coffees and a dessert for ourselves.,,_,"еда, магазин",,
заказывать,1736,order,,V,A2,"Golosa, MiP, LM",1,заказывали,Imperf.Plur.Past,"Мы не заказывали этот салат. Тут, наверное, какая-то ошибка.",We didn’t order that salad. There must be some mistake.,,_,"еда, магазин",,
заказывать,1737,order,,V,A2,"Golosa, MiP, LM",2,заказывал,Imperf.Masc.Sing.Past,В баре он всегда заказывал себе виски.,He always ordered whisky at the bar.,,_,"еда, магазин",,
заказывать,1738,order,,V,A2,"Golosa, MiP, LM",3,заказывать,Imperf.Inf,Я не люблю заказывать одежду через интернет.,I don't like to order clothes on the Internet.,,_,"еда, магазин",,
заканчивать,1739,finish,,V,A2,"Golosa, LM",1,заканчивала,Imperf.Fem.Sing.Past,Она обычно заканчивала свои рассказы одной и той же фразой.,Usually she finished all her stories with the same phrase.,,_,"люди, время",,
заканчивать,1740,finish,,V,A2,"Golosa, LM",2,заканчивал,Imperf.Masc.Sing.Past,В тот год Ваня заканчивал институт и собирался устроиться на работу.,That year Vanya was graduating from the university and was planning to get a job.,,_,"люди, время",,
заканчивать,1741,finish,,V,A2,"Golosa, LM",3,заканчивая,Imperf.Gerund,Этот актёр может играть любые роли: начиная с драмы и заканчивая комедией.,This actor can play any roles: from drama to comedy.,,_,"люди, время",,
закон,1742,law,,N.Masc.Inan,A2,LM,1,закон,Nom.Sing,Новый закон не разрешает курить в кафе и ресторанах.,The new law doesn’t allow smoking inside cafes and restaurants.,,_,"люди, политика",,
закон,1743,law,,N.Masc.Inan,A2,LM,2,закона,Gen.Sing,Принятие нового закона задерживается.,Adoption of the new law is delayed.,,_,"люди, политика",,
закон,1744,law,,N.Masc.Inan,A2,LM,3,законов,Gen.Plur,Полиция следит за соблюдением законов.,The police make sure that the laws are obeyed.,,_,"люди, политика",,
закрывать,1745,close,,V,A2,LM,1,закрывают,Imperf.Plur.3,Двери в университет закрывают на ночь и на выходные.,University doors are closed during the night and on weekends.,,_,"люди, жильё",,
закрывать,1746,close,,V,A2,LM,2,закрывать,Imperf.Inf,Я не буду закрывать глаза на ваше поведение! Так нельзя!,I won’t close my eyes to you behavior! You can’t behave like this!,,_,"люди, жильё",,
закрывать,1747,close,,V,A2,LM,3,закрывал,Imperf.Masc.Sing.Past,"Он никогда не закрывал за собой дверь, когда входил.",He never closed the door behind him when he came inside.,,_,"люди, жильё",,
зал,1748,hall,,N.Masc.Inan,A2,"Golosa, MiP, LM",1,зале,Loc.Sing,Этот спектакль очень успешный. В зале нет свободных мест.,This show is very successful. There’s not a single empty seat in the hall.,,_,жильё,,
зал,1749,hall,,N.Masc.Inan,A2,"Golosa, MiP, LM",2,зал,Acc.Sing,"Уважаемые зрители, проходите в зал! Спектакль скоро начнётся.","Ladies and gentlemen, please come inside the hall. The show is about to start.",,_,жильё,,
зал,1750,hall,,N.Masc.Inan,A2,"Golosa, MiP, LM",3,зала,Gen.Sing,Он быстро вышел из зала и побежал домой.,He quickly left the hall and ran home.,,_,жильё,,
замена,1751,replacement,,N.Fem.Inan,A2,LM,1,замены,Gen.Sing,Пришло время замены телефона на новый. ,The time has come to exchange the phone for a new one.,,_,учёба/работа,,This sentence is very hard to process for a learner.
замена,1752,replacement,,N.Fem.Inan,A2,LM,2,замена,Nom.Sing,На поле произошла замена: вместо Роналду вышел Манджукич.,There's a substitution on the field: Manjukich has come out instead of Ronaldo.,,_,учёба/работа,,
замена,1753,replacement,,N.Fem.Inan,A2,LM,3,замену,Acc.Sing,Мобильные телефоны пришли на замену пейджерам.,Mobile phones came to replace pagers.,,_,учёба/работа,,
замечательный,1754,wonderful,,A,A2,LM,1,замечательный,Nom.Masc.Sing,Какой у вас замечательный ребёнок!,What a marvellous child you have!,,_,описание,,
замечательный,1755,wonderful,,A,A2,LM,2,замечательная,Nom.Fem.Sing,Это замечательная идея! Так и сделаем.,That’s a great idea! We’ll do it that way.,,_,описание,,
замечательный,1756,wonderful,,A,A2,LM,3,замечательных,Gen.Plur,У меня много замечательных друзей. Я их очень ценю.,I have many wonderful friends. I appreciate them so much.,,_,описание,,
замечать,1757,notice,,V,A2,LM,1,замечает,Imperf.Sing.3,Почему он меня не замечает?,Why doesn't he notice me?,,_,внутренний мир,,
замечать,1758,notice,,V,A2,LM,2,замечал,Imperf.Masc.Sing.Past,Он всегда замечал в людях маленькие детали.,He always noticed small details in people.,,_,внутренний мир,,
замечать,1759,notice,,V,A2,LM,3,замечать,Imperf.Inf,Учись не замечать неприятные комментарии других людей.,Learn to ignore the unpleasant commentaries of others.,,_,внутренний мир,,
заниматься,1760,be engaged in,,V,A2,"Golosa, MiP, LM",1,заниматься,Imperf.Inf,Главное в жизни — заниматься любимым делом.,The most important thing in life is to do what you like.,,_,учёба/работа,,
